"scenario","change.year","ramp","cmult","mmult","mselxlab","imult","ssbrho"
"Ramp9 Cmults",2010,9,8,1,"All Ages",1,0.31314692615752
"Ramp9 Cmults",2010,9,9,1,"All Ages",1,0.257869409928122
"Ramp9 Cmults",2010,9,10,1,"All Ages",1,0.209781073835098
"Ramp9 Cmults",2013,9,2,1,"All Ages",1,1.47093716107603
"Ramp9 Cmults",2013,9,3,1,"All Ages",1,0.863742130311213
"Ramp9 Cmults",2013,9,4,1,"All Ages",1,0.624553228134801
"Ramp9 Cmults",2013,9,5,1,"All Ages",1,0.471929824134888
"Ramp9 Cmults",2013,9,6,1,"All Ages",1,0.357750861098331
"Ramp9 Cmults",2013,9,7,1,"All Ages",1,0.266793777930075
"Ramp9 Cmults",2013,9,8,1,"All Ages",1,0.19178182065628
"Ramp9 Cmults",2013,9,9,1,"All Ages",1,0.128475447230329
"Ramp9 Cmults",2013,9,10,1,"All Ages",1,0.0741272845412307
"Ramp9 Cmults",2015,9,2,1,"All Ages",1,1.74582835421091
"Ramp9 Cmults",2015,9,3,1,"All Ages",1,1.01557790546291
"Ramp9 Cmults",2015,9,4,1,"All Ages",1,0.67863088888508
"Ramp9 Cmults",2015,9,5,1,"All Ages",1,0.48879341017492
"Ramp9 Cmults",2015,9,6,1,"All Ages",1,0.352443036490739
"Ramp9 Cmults",2015,9,7,1,"All Ages",1,0.246135103397417
"Ramp9 Cmults",2015,9,8,1,"All Ages",1,0.159814754903422
"Ramp9 Cmults",2015,9,9,1,"All Ages",1,0.0878936286875183
"Ramp9 Cmults",2015,9,10,1,"All Ages",1,0.0268365500372454
"Sudden Mmults",1995,0,1,2,"All Ages",1,0.15885921568864
"Sudden Mmults",1995,0,1,3,"All Ages",1,-0.169577529492566
"Sudden Mmults",1995,0,1,4,"All Ages",1,-0.418095755455115
"Sudden Mmults",1995,0,1,5,"All Ages",1,-0.585202261410289
"Sudden Mmults",1995,0,1,6,"All Ages",1,-0.677896486438531
"Sudden Mmults",1995,0,1,7,"All Ages",1,-0.729319905775449
"Sudden Mmults",1995,0,1,8,"All Ages",1,-0.76188839582364
"Sudden Mmults",1995,0,1,9,"All Ages",1,-0.7811514743171
"Sudden Mmults",1995,0,1,10,"All Ages",1,-0.799723243342897
"Sudden Mmults",2000,0,1,2,"All Ages",1,0.120629386286131
"Sudden Mmults",2000,0,1,3,"All Ages",1,-0.254093817848074
"Sudden Mmults",2000,0,1,4,"All Ages",1,-0.518631963361203
"Sudden Mmults",2000,0,1,5,"All Ages",1,-0.676162011933592
"Sudden Mmults",2000,0,1,6,"All Ages",1,-0.756475511120916
"Sudden Mmults",2000,0,1,7,"All Ages",1,-0.800178848126287
"Sudden Mmults",2000,0,1,8,"All Ages",1,-0.826504675443433
"Sudden Mmults",2000,0,1,9,"All Ages",1,-0.848943723504669
"Sudden Mmults",2000,0,1,10,"All Ages",1,-0.870931693366104
"Sudden Mmults",2005,0,1,2,"All Ages",1,0.10584384955563
"Sudden Mmults",2005,0,1,3,"All Ages",1,-0.328494838922315
"Sudden Mmults",2005,0,1,4,"All Ages",1,-0.605226110149824
"Sudden Mmults",2005,0,1,5,"All Ages",1,-0.748043437488553
"Sudden Mmults",2005,0,1,6,"All Ages",1,-0.815288522828328
"Sudden Mmults",2005,0,1,7,"All Ages",1,-0.849676262226645
"Sudden Mmults",2005,0,1,8,"All Ages",1,-0.874319731616401
"Sudden Mmults",2005,0,1,9,"All Ages",1,-0.89750212492511
"Sudden Mmults",2005,0,1,10,"All Ages",1,-0.917860464150218
"Sudden Mmults",2010,0,1,2,"All Ages",1,0.122745403658647
"Sudden Mmults",2010,0,1,3,"All Ages",1,-0.328829683174318
"Sudden Mmults",2010,0,1,4,"All Ages",1,-0.647821648348819
"Sudden Mmults",2010,0,1,5,"All Ages",1,-0.800010725835337
"Sudden Mmults",2010,0,1,6,"All Ages",1,-0.859537356800139
"Sudden Mmults",2010,0,1,7,"All Ages",1,-0.889404920768527
"Sudden Mmults",2010,0,1,8,"All Ages",1,-0.91248215883578
"Sudden Mmults",2010,0,1,9,"All Ages",1,-0.93129330748164
"Sudden Mmults",2010,0,1,10,"All Ages",1,-0.914493253004911
"Sudden Mmults",2013,0,1,2,"All Ages",1,0.359010889365878
"Sudden Mmults",2013,0,1,3,"All Ages",1,-0.135357057594155
"Sudden Mmults",2013,0,1,4,"All Ages",1,-0.476674126933257
"Sudden Mmults",2013,0,1,5,"All Ages",1,-0.715353329737717
"Sudden Mmults",2013,0,1,6,"All Ages",1,-0.827774274449309
"Sudden Mmults",2013,0,1,7,"All Ages",1,-0.875838824360468
"Sudden Mmults",2013,0,1,8,"All Ages",1,-0.89262580776225
"Sudden Mmults",2013,0,1,9,"All Ages",1,-0.90363419732502
"Sudden Mmults",2013,0,1,10,"All Ages",1,-0.910585341770507
"Sudden Mmults",2015,0,1,2,"All Ages",1,1.02386773744773
"Sudden Mmults",2015,0,1,3,"All Ages",1,0.419290316520154
"Sudden Mmults",2015,0,1,4,"All Ages",1,0.0294956906485666
"Sudden Mmults",2015,0,1,5,"All Ages",1,-0.291160823605216
"Sudden Mmults",2015,0,1,6,"All Ages",1,-0.546712663341393
"Sudden Mmults",2015,0,1,7,"All Ages",1,-0.700925094089802
"Sudden Mmults",2015,0,1,8,"All Ages",1,-0.777829293240554
"Sudden Mmults",2015,0,1,9,"All Ages",1,-0.812327963849213
"Sudden Mmults",2015,0,1,10,"All Ages",1,-0.814298690692128
"Sudden Mmults",1995,0,1,2.1,"All Ages",1,0.119236024700287
"Sudden Mmults",1995,0,1,2.2,"All Ages",1,0.08206648011832
"Sudden Mmults",1995,0,1,2.3,"All Ages",1,0.0467709740471038
"Sudden Mmults",1995,0,1,2.4,"All Ages",1,0.0129760292004027
"Sudden Mmults",2000,0,1,2.1,"All Ages",1,0.0756161867373002
"Sudden Mmults",2000,0,1,2.2,"All Ages",1,0.0332689356202561
"Sudden Mmults",2000,0,1,2.3,"All Ages",1,-0.00715962124771014
"Sudden Mmults",2000,0,1,2.4,"All Ages",1,-0.0459618300557242
"Sudden Mmults",2005,0,1,2.1,"All Ages",1,0.0533964704509541
"Sudden Mmults",2005,0,1,2.2,"All Ages",1,0.00379202889886813
"Sudden Mmults",2005,0,1,2.3,"All Ages",1,-0.0435620556380987
"Sudden Mmults",2005,0,1,2.4,"All Ages",1,-0.0888485826160169
"Sudden Mmults",2010,0,1,2.1,"All Ages",1,0.0680522025970895
"Sudden Mmults",2010,0,1,2.2,"All Ages",1,0.0169497013328049
"Sudden Mmults",2010,0,1,2.3,"All Ages",1,-0.0314393274187945
"Sudden Mmults",2010,0,1,2.4,"All Ages",1,-0.0777484296545801
"Sudden Mmults",2013,0,1,2.6,"All Ages",1,0.0260024520939516
"Sudden Mmults",2013,0,1,2.7,"All Ages",1,-0.0167342756288125
"Sudden Mmults",2013,0,1,2.8,"All Ages",1,-0.0576624783809115
"Sudden Mmults",2013,0,1,2.9,"All Ages",1,-0.0971138154372586
"Sudden Mmults",2015,0,1,4.1,"All Ages",1,-0.00466066992602916
"Sudden Mmults",2015,0,1,4.2,"All Ages",1,-0.0383007874327768
"Sudden Mmults",2015,0,1,4.3,"All Ages",1,-0.071468461629266
